season,no,role,name,aff,
2,22,강사,이중범,MIT,강사
2,22,강사,이지운,KAIST,강사
2,22,강사,최서현,KAIST,강사
2,22,강사,현윤석,고등과학원,강사
2,22,주관교수,엄상일,카이스트,교수-주관
2,22,주관조교,김재웅,서울대학교,조
2,22,조교,곽걸담,카이스트,조교
2,22,조교,김범수,Princeton Univ.,조교
2,22,조교,박성기,MIT,조교
2,22,조교,임준혁,서울대학교,조교
2,22,조교,장경석,카이스트,조교
2,22,조교,정명준,서울대학교,조교
2,22,행정조교,김정규,충남대학교,행정조교
2,23,교장,한상근,KAIST,0
2,23,교무,김상현,KAIST,00
2,23,강사,김상현,KAIST,강사
2,23,강사,서인석,NYU,강사
2,23,강사,송용진,인하대,강사
2,23,강사,신희성,인하대,강사
2,23,강사,이승훈,영동대,강사
2,23,강사,이지운,KAIST,강사
2,23,강사,최경수,Columbia U.,강사
2,23,강사,현윤석,고등과학원,강사
2,23,주관교수,김상현,KAIST,교수-주관
2,23,주관조교,임준혁,서울대,조
2,23,조교,강내훈,서울대,조교
2,23,조교,고동영,서울대,조교
2,23,조교,김영호,서울대,조교
2,23,조교,나영훈,KAIST,조교
2,23,조교,박현영,연세대,조교
2,23,조교,이기녕,KAIST,조교
2,23,조교,이상엽,서울대,조교
2,23,조교,장재원,서울대,조교
2,23,조교,최형민,서울대,조교
2,23,행정조교,박문주,KAIST,행정조교
2,24,교장,한상근,KAIST,0
2,24,교무,엄상일,KAIST,00
2,24,강사,김상현,서울대,강사
2,24,강사,송용진,인하대,강사
2,24,강사,엄상일,KAIST,강사
2,24,강사,이지운,KAIST,강사
2,24,강사,조철현,서울대,강사
2,24,강사,최경수,Columbia Univ.,강사
2,24,강사,현윤석,고등과학원,강사
2,24,주관교수,김상현,서울대,교수-주관
2,24,주관조교,장재원,서울대,조
2,24,조교,김영호,서울대,조교
2,24,조교,김창섭,KAIST,조교
2,24,조교,박종진,서울대,조교
2,24,조교,박준오,서울대,조교
2,24,조교,유호문,서울대,조교
2,24,조교,이동환,서울대,조교
2,24,조교,정동욱,KAIST,조교
2,24,조교,최형민,서울대,조교
2,24,조교,한민식,서울대,조교
2,24,행정조교,박이화,KAIST,행정조교
2,25,교장,한상근,KAIST,0
2,25,교무,엄상일,KAIST,00
2,25,강사,김상현,서울대,강사
2,25,강사,선해상,울산과학기술대,강사
2,25,강사,송용진,인하대,강사
2,25,강사,엄상일,KAIST,강사
2,25,강사,최도훈,한국항공대,강사
2,25,강사,최수영,아주대,강사
2,25,강사,현윤석,고등과학원,강사
2,25,주관조교,박성진,서울대,조
2,25,조교,김지수,이화여대,조교
2,25,조교,김창섭,KAIST,조교
2,25,조교,류호문,서울대,조교
2,25,조교,박종진,서울대,조교
2,25,조교,신재웅,KAIST,조교
2,25,조교,이산하,서울대,조교
2,25,조교,이종원,KAIST,조교
2,25,조교,장기정,KAIST,조교
2,25,행정조교,고미향,KAIST,행정조교
2,26,교장,김동수,KAIST,0
2,26,교무,엄상일,KAIST,00
2,26,강사,김상현,서울대,강사
2,26,강사,송용진,인하대,강사
2,26,강사,엄상일,KAIST,강사
2,26,강사,이승훈,유원대,강사
2,26,강사,이지운,KAIST,강사
2,26,강사,임보해,KAIST,강사
2,26,강사,최경수,Columbia U.,강사
2,26,강사,최수영,아주대,강사
2,26,주관조교,이산하,서울대,조
2,26,조교,고경훈,Univ. of Cambridge,조교
2,26,조교,김동률,Harvard Univ.,조교
2,26,조교,김지수,이화여대,조교
2,26,조교,박성진,서울대,조교
2,26,조교,신재웅,KAIST,조교
2,26,조교,이종원,KAIST,조교
2,26,조교,장기정,KAIST,조교
2,26,행정조교,유남희,KAIST,행정조교
2,27,교장,김동수,KAIST,0
2,27,교무,엄상일,KAIST,00
2,27,강사,김연수,전남대,강사
2,27,강사,송용진,인하대,강사
2,27,강사,신희성,인하대,강사
2,27,강사,엄상일,KAIST,강사
2,27,강사,이승훈,유원대,강사
2,27,강사,이지운,KAIST,강사
2,27,강사,임보해,KAIST,강사
2,27,강사,최수영,아주대,강사
2,27,특강,이경용,Univ. of Nebraska-Lincoln,강사-특강
2,27,주관조교,김재형,서울대,조
2,27,조교,김지수,이화여대,조교
2,27,조교,복진호,서울대,조교
2,27,조교,양서연,서울대,조교
2,27,조교,오동우,KAIST,조교
2,27,조교,이유성,서울대,조교
2,27,조교,이종원,KAIST,조교
2,27,조교,조재형,KAIST,조교
2,27,조교,조홍권,서울대,조교
2,27,조교,주정훈,서울대,조교
2,27,행정조교,유남희,KAIST,행정조교
2,28,교장,김동수,KAIST,0
2,28,교무,엄상일,KAIST,00
2,28,강사,김동수,KAIST,강사
2,28,강사,김연수,전남대,강사
2,28,강사,송용진,인하대,강사
2,28,강사,엄상일,KAIST,강사
2,28,강사,이승훈,유원대,강사
2,28,강사,이지운,KAIST,강사
2,28,강사,임보해,KAIST,강사
2,28,강사,최도훈,고려대,강사
2,28,강사,최수영,아주대,강사
2,28,강사,최일규,한국외국어대,강사
2,28,주관조교,주정훈,서울대,조
2,28,조교,김세훈,하버드대,조교
2,28,조교,박지윤,서울대,조교
2,28,조교,신준형,KAIST,조교
2,28,조교,안정현,서울대,조교
2,28,조교,양서연,서울대,조교
2,28,조교,최규현,서울대,조교
2,28,조교,홍의천,KAIST,조교
2,28,행정조교,유남희,KAIST,행정조교
